step,types,amount,oldbalanceorig,newbalanceorig,oldbalancedest,newbalancedest,isfraud,isflaggedfraud
186,1,70790.59,0.0,0.0,2379601.45,2450392.04,0,0
346,3,3099.03,0.0,0.0,0.0,0.0,0,0
136,4,7563536.91,7563536.91,0.0,0.0,0.0,1,0
284,3,7404.15,0.0,0.0,0.0,0.0,0,0
352,3,5623.04,0.0,0.0,0.0,0.0,0,0
203,3,3906.85,0.0,0.0,0.0,0.0,0,0
8,4,43092.0,43092.0,0.0,0.0,0.0,1,0
323,3,16214.77,0.0,0.0,0.0,0.0,0,0
204,0,89581.09,9224540.59,9314121.69,164425.4,74844.31,0,0
324,4,1244928.48,0.0,0.0,5291713.55,6536642.03,0,0
272,1,166972.46,166972.46,0.0,9314.02,176286.48,1,0
371,1,224290.5,0.0,0.0,669718.07,894008.57,0,0
348,1,594476.48,378.0,0.0,0.0,594476.48,0,0
90,1,7696836.35,7696836.35,0.0,180993.45,7877829.8,1,0
329,0,309683.78,0.0,309683.78,1413020.07,1103336.29,0,0
308,3,2435.58,15909.0,13473.42,0.0,0.0,0,0
330,3,8238.21,0.0,0.0,0.0,0.0,0,0
17,1,23970.29,26271.0,2300.71,0.0,23970.29,0,0
398,0,26717.98,5908866.27,5935584.26,666010.3,639292.31,0,0
538,1,201060.01,2887.0,0.0,289973.88,491033.89,0,0
396,0,78695.98,16998172.52,17076868.5,311567.4,232871.43,0,0
649,1,30674.98,30674.98,0.0,326371.7,357046.68,1,0
19,1,102945.12,11515.0,0.0,2490113.09,2685140.22,0,0
9,1,145124.92,0.0,0.0,424393.34,2704983.95,0,0
33,1,340255.79,181795.06,0.0,490950.65,831206.44,0,0
205,0,229513.09,797560.97,1027074.06,418581.97,189068.89,0,0
395,4,134297.68,134297.68,0.0,0.0,0.0,1,0
204,3,6793.75,9555.0,2761.25,0.0,0.0,0,0
308,0,77560.5,8257769.59,8335330.09,110639.4,97516.21,0,0
346,3,59455.55,0.0,0.0,0.0,0.0,0,0
11,1,134005.57,0.0,0.0,2659629.19,2793634.77,0,0
450,4,36267.62,36267.62,0.0,0.0,0.0,1,0
206,3,13328.75,147830.0,134501.25,0.0,0.0,0,0
9,1,132653.48,0.0,0.0,210044.37,270168.99,0,0
265,1,127916.67,127916.67,0.0,1520726.85,1648643.52,1,0
355,1,384508.46,0.0,0.0,849846.93,1234355.39,0,0
649,1,177429.18,177429.18,0.0,26853.77,204282.95,1,0
132,1,121814.87,3019.0,0.0,2215364.8,2337179.66,0,0
160,1,81193.71,99203.0,18009.29,0.0,81193.71,0,0
78,1,113829.89,113829.89,0.0,0.0,113829.89,1,0
279,0,28453.61,5446260.65,5474714.26,1895946.23,1867492.62,0,0
210,3,7916.22,51543.27,43627.05,0.0,0.0,0,0
210,3,2448.35,355145.0,352696.65,0.0,0.0,0,0
296,1,890964.06,890964.06,0.0,171113.6,1062077.66,1,0
132,3,11941.12,0.0,0.0,0.0,0.0,0,0
191,3,2516.29,29843.0,27326.71,0.0,0.0,0,0
137,1,1265379.37,1265379.37,0.0,0.0,1265379.37,1,0
254,0,507481.88,410233.0,917714.88,0.0,0.0,0,0
239,1,63944.13,63944.13,0.0,3034987.39,3098931.52,1,0
132,0,155340.61,15990.0,171330.61,221043.36,65702.75,0,0
363,4,6513531.58,6513531.58,0.0,0.0,0.0,1,0
205,1,255649.12,0.0,0.0,4099579.55,4355228.67,0,0
356,1,20555.42,25325.0,4769.58,99026.9,119582.32,0,0
36,1,311115.62,25.0,0.0,5450931.37,5762046.99,0,0
252,3,33671.04,0.0,0.0,0.0,0.0,0,0
274,0,79354.56,2688462.43,2767816.98,1108043.75,1028689.2,0,0
154,1,148414.15,3018.0,0.0,0.0,148414.15,0,0
398,3,27394.12,0.0,0.0,0.0,0.0,0,0
259,3,7777.9,51320.7,43542.81,0.0,0.0,0,0
43,1,91642.18,70137.29,0.0,3442152.83,3533795.01,0,0
303,3,16188.15,25548.47,9360.32,0.0,0.0,0,0
646,4,10000000.0,16468916.64,6468916.64,0.0,0.0,1,0
304,4,10000000.0,0.0,0.0,10126919.71,36699114.9,0,0
308,3,910.98,586680.09,585769.1,0.0,0.0,0,0
131,4,7476725.66,7476725.66,0.0,0.0,0.0,1,0
347,3,837.46,239705.53,238868.07,0.0,0.0,0,0
40,1,72164.16,0.0,0.0,1088711.21,1267790.68,0,0
420,3,2305.77,0.0,0.0,0.0,0.0,0,0
189,0,67882.67,2305.0,70187.67,101419.05,33536.38,0,0
135,3,34131.39,0.0,0.0,0.0,0.0,0,0
610,1,493538.8,493538.8,0.0,341590.52,835129.32,1,0
639,4,305846.12,305846.12,0.0,0.0,0.0,1,0
131,1,10000000.0,10000000.0,0.0,179252.82,10179252.82,1,0
289,4,3374.25,3374.25,0.0,0.0,0.0,1,0
7,3,18601.0,5480.0,0.0,0.0,0.0,0,0
165,3,11937.42,30867.0,18929.58,0.0,0.0,0,0
238,1,134313.22,134313.22,0.0,0.0,134313.22,1,0
691,0,39712.37,903812.14,943524.52,1301085.85,1261373.47,0,0
290,1,1454356.81,1454356.81,0.0,2374898.66,3829255.47,1,0
235,3,9935.66,286287.65,276351.98,0.0,0.0,0,0
164,0,142362.44,12530.0,154892.44,138753.27,0.0,0,0
404,1,25060.49,0.0,0.0,114449.75,139510.24,0,0
692,4,163490.28,163490.28,0.0,0.0,0.0,1,0
257,2,1336.55,187446.41,186109.86,175537.34,176873.89,0,0
250,0,322629.56,1300811.43,1623440.99,935203.9,612574.34,0,0
355,1,177216.73,0.0,0.0,1035903.59,1213120.32,0,0
229,0,258347.79,1595041.8,1853389.59,819155.76,560807.97,0,0
652,1,762782.66,762782.66,0.0,0.0,762782.66,1,0
44,1,46485.93,163.0,0.0,418491.66,464977.59,0,0
351,1,315857.55,8851.85,0.0,9058353.64,9374211.19,0,0
473,1,179700.14,179700.14,0.0,1792.34,181492.48,1,0
47,3,8415.96,299377.0,290961.04,0.0,0.0,0,0
206,3,7736.28,29608.87,21872.59,0.0,0.0,0,0
322,4,2608819.47,15385.0,0.0,53199.72,2662019.19,0,0
206,1,37072.48,3349.0,0.0,0.0,37072.48,0,0
283,0,197759.75,520401.0,718160.75,1862853.78,1665094.04,0,0
299,1,339396.93,0.0,0.0,1048939.14,1388336.07,0,0
258,1,133424.12,0.0,0.0,595465.54,728889.65,0,0
149,1,2860852.43,2860852.43,0.0,83784.78,2944637.21,1,0
116,1,12477.96,12477.96,0.0,0.0,12477.96,1,0
191,1,41568.45,0.0,0.0,109651.71,151220.16,0,0
328,3,45943.35,530.0,0.0,0.0,0.0,0,0
597,0,45905.25,128518.0,174423.25,446170.83,400265.58,0,0
59,4,21174.45,21174.45,0.0,0.0,0.0,1,0
519,4,21738.98,21738.98,0.0,0.0,0.0,1,0
308,3,2536.11,0.0,0.0,0.0,0.0,0,0
352,1,354929.24,173201.0,0.0,3272213.74,3627142.98,0,0
313,4,1348095.12,1348095.12,0.0,0.0,0.0,1,0
177,1,139340.82,0.0,0.0,792751.5,932092.32,0,0
178,4,291151.41,0.0,0.0,1117775.4,1408926.82,0,0
283,0,272837.13,129165.07,402002.21,2310342.92,2037505.79,0,0
160,1,381945.79,21528.0,0.0,2591456.57,2973402.36,0,0
378,0,38045.23,3370212.03,3408257.26,254759.21,216713.98,0,0
18,0,54683.56,4340492.4,4395175.96,6092200.79,6037517.23,0,0
178,4,2222008.27,2222008.27,0.0,0.0,0.0,1,0
133,1,57512.29,57512.29,0.0,0.0,57512.29,1,0
191,0,222959.69,12930968.01,13153927.7,327632.25,119863.92,0,0
157,1,42108.64,387027.44,344918.8,261293.4,303402.04,0,0
189,3,6878.65,17768.22,10889.58,0.0,0.0,0,0
279,3,1420.82,5107.0,3686.19,0.0,0.0,0,0
153,0,185524.05,21031.0,206555.05,1799834.33,1614310.29,0,0
202,3,12819.63,0.0,0.0,0.0,0.0,0,0
285,3,34468.86,4148.09,0.0,0.0,0.0,0,0
308,1,169865.86,0.0,0.0,2824398.58,2994264.44,0,0
164,0,165153.59,4372010.0,4537163.59,3534749.1,3369595.51,0,0
329,0,310756.55,336247.0,647003.55,148669.22,0.0,0,0
350,1,87160.71,0.0,0.0,739101.69,826262.41,0,0
307,3,23384.28,17697.28,0.0,0.0,0.0,0,0
517,1,75416.48,6571.0,0.0,803152.26,878568.75,0,0
227,1,221889.59,0.0,0.0,607178.37,829067.96,0,0
180,1,22056.36,18727.0,0.0,324992.81,347049.18,0,0
273,0,264967.83,10802.0,275769.83,9518402.65,9253434.81,0,0
187,3,8448.31,198744.73,190296.42,0.0,0.0,0,0
401,3,16058.62,39020.0,22961.38,0.0,0.0,0,0
326,0,204926.95,5011898.14,5216825.09,566593.22,361666.28,0,0
205,0,70365.18,159945.75,230310.92,925578.28,855213.1,0,0
727,1,276298.49,276298.49,0.0,598892.69,875191.19,1,0
330,3,16920.85,803.0,0.0,0.0,0.0,0,0
235,1,61910.88,0.0,0.0,1807137.79,1869048.67,0,0
205,0,48250.48,299822.0,348072.48,0.0,0.0,0,0
231,0,294089.11,8951170.38,9245259.49,412625.68,118536.57,0,0
333,4,1861928.35,1861928.35,0.0,0.0,0.0,1,0
204,1,47359.36,40442.0,0.0,14319003.32,14366362.68,0,0
187,1,32047.38,22986.0,0.0,0.0,32047.38,0,0
377,1,140651.07,11065.0,0.0,22417.15,163068.21,0,0
560,1,143275.81,143275.81,0.0,6346481.09,6489756.9,1,0
608,1,55600.96,5281.0,0.0,0.0,55600.96,0,0
230,0,335135.8,509764.0,844899.8,3193845.99,2858710.19,0,0
236,0,103582.95,20080.0,123662.95,45185.18,0.0,0,0
374,3,25960.4,0.0,0.0,0.0,0.0,0,0
355,0,223742.04,50851.0,274593.04,1565263.77,1341521.74,0,0
198,4,2634032.61,2634032.61,0.0,0.0,0.0,1,0
226,1,1231309.64,1231309.64,0.0,27650.97,1258960.61,1,0
19,1,122953.36,0.0,0.0,5761322.93,5816437.53,0,0
294,1,219110.27,219110.27,0.0,402986.55,622096.82,1,0
332,1,231041.18,0.0,0.0,3206920.75,3437961.92,0,0
47,1,2249574.01,2249574.01,0.0,3785286.98,6034861.0,1,0
509,4,2656973.04,2656973.04,0.0,0.0,0.0,1,0
17,0,201835.83,39037.0,240872.83,94274.22,0.0,0,0
161,0,16103.4,10759.0,26862.4,0.0,0.0,0,0
298,1,402623.96,0.0,0.0,6195945.6,6598569.56,0,0
394,3,1850.48,0.0,0.0,0.0,0.0,0,0
332,3,9462.06,0.0,0.0,0.0,0.0,0,0
44,4,834294.83,19439.0,0.0,1262339.61,2096634.43,0,0
41,3,12086.78,111999.23,99912.45,0.0,0.0,0,0
324,2,1540.99,20257.0,18716.01,57733.69,59274.68,0,0
304,4,8744511.78,0.0,0.0,30012206.77,38756718.55,0,0
241,3,353.42,4078.0,3724.58,0.0,0.0,0,0
299,3,22668.02,52052.0,29383.98,0.0,0.0,0,0
312,3,3063.72,0.0,0.0,0.0,0.0,0,0
205,1,130879.06,0.0,0.0,134574.18,265453.24,0,0
351,0,126742.61,3432656.38,3559398.99,2534972.92,2408230.31,0,0
241,4,657417.64,657417.64,0.0,0.0,0.0,1,0
626,4,32382.31,32382.31,0.0,0.0,0.0,1,0
182,1,19256.48,0.0,0.0,30209.79,49466.26,0,0
142,4,346374.54,346374.54,0.0,0.0,0.0,1,0
9,3,28222.66,6214.0,0.0,0.0,0.0,0,0
406,1,126192.63,126192.63,0.0,0.0,126192.63,1,0
518,4,333524.2,0.0,0.0,433580.5,767104.7,0,0
694,1,30052.16,670860.0,640807.84,79658.45,109710.61,0,0
130,1,338951.04,0.0,0.0,6900147.13,7239098.18,0,0
186,0,169654.67,5491557.23,5661211.9,285995.87,116341.2,0,0
214,1,116419.58,116419.58,0.0,177874.9,294294.48,1,0
355,3,953.55,0.0,0.0,0.0,0.0,0,0
138,3,29682.74,14255.0,0.0,0.0,0.0,0,0
349,3,16723.1,20373.0,3649.9,0.0,0.0,0,0
154,1,216730.56,559.0,0.0,205869.0,287887.86,0,0
283,3,5765.41,2197.0,0.0,0.0,0.0,0,0
637,3,46016.0,29757.0,0.0,0.0,0.0,0,0
402,1,75814.07,11095.0,0.0,0.0,75814.07,0,0
18,1,49133.27,0.0,0.0,1510553.34,1559686.61,0,0
614,4,1760546.42,1760546.42,0.0,0.0,0.0,1,0
137,1,122768.43,0.0,0.0,1471131.62,1593900.05,0,0
256,3,6081.9,13189.14,7107.24,0.0,0.0,0,0
327,3,43874.25,7725.82,0.0,0.0,0.0,0,0
305,1,264205.07,13310.0,0.0,19546.0,283751.07,0,0
514,1,225408.37,20894.0,0.0,1199765.73,1425174.1,0,0
213,3,21507.69,37072.69,15565.0,0.0,0.0,0,0
255,4,38223.11,38223.11,0.0,0.0,0.0,1,0
307,1,3938.56,62732.0,58793.44,93280.33,97218.89,0,0
12,3,26159.29,549897.01,523737.72,0.0,0.0,0,0
352,3,7596.77,295.0,0.0,0.0,0.0,0,0
276,3,4291.23,736055.0,731763.77,0.0,0.0,0,0
52,4,1093155.19,1093155.19,0.0,0.0,0.0,1,0
661,0,290696.97,34131.0,324827.97,887261.37,596564.4,0,0
232,4,380098.17,0.0,0.0,635116.33,1015214.51,0,0
136,4,789331.68,22983.0,0.0,620378.03,1409709.71,0,0
279,1,53741.78,277.0,0.0,321124.17,374865.95,0,0
20,1,115562.67,10592.02,0.0,351318.49,466881.16,0,0
71,4,322113.91,322113.91,0.0,0.0,0.0,1,0
170,4,871893.15,871893.15,0.0,0.0,0.0,1,0
589,4,141023.28,0.0,0.0,586040.81,727064.09,0,0
40,1,504008.52,52468.0,0.0,1384306.34,1888314.86,0,0
329,3,10133.39,0.0,0.0,0.0,0.0,0,0
617,1,10000000.0,10000000.0,0.0,0.0,10000000.0,1,0
189,3,14605.33,99679.0,85073.67,0.0,0.0,0,0
6,4,33332.86,33332.86,0.0,0.0,0.0,1,0
249,1,12855.05,12855.05,0.0,2753536.73,2766391.78,1,0
34,0,252879.04,15457.0,268336.04,219643.54,0.0,0,0
36,3,1445.0,14701.0,13256.0,0.0,0.0,0,0
376,1,259764.81,137444.0,0.0,472340.15,732104.96,0,0
656,0,142930.52,6064140.62,6207071.14,2237628.5,2094697.98,0,0
305,0,54848.55,8945009.63,8999858.19,273169.99,218321.43,0,0
373,1,150272.66,125607.0,0.0,8048072.59,8198345.25,0,0
210,3,2146.71,336502.82,334356.1,0.0,0.0,0,0
278,3,1517.65,13891.33,12373.68,0.0,0.0,0,0
523,1,2135320.18,2135320.18,0.0,333330.67,2468650.85,1,0
264,3,1733.71,92883.0,91149.29,0.0,0.0,0,0
348,1,20694.57,0.0,0.0,183215.5,203910.07,0,0
133,1,214122.64,0.0,0.0,907066.71,1542077.88,0,0
664,4,171935.25,171935.25,0.0,0.0,0.0,1,0
581,4,2562459.56,2562459.56,0.0,0.0,0.0,1,0
139,4,211379.31,0.0,0.0,681746.02,893125.33,0,0
21,0,4265.52,30225.0,34490.52,430960.64,426695.13,0,0
93,1,99758.4,41492.0,0.0,0.0,99758.4,0,0
211,3,5632.61,0.0,0.0,0.0,0.0,0,0
283,3,17058.95,39912.0,22853.05,0.0,0.0,0,0
301,3,34493.38,25722.0,0.0,0.0,0.0,0,0
406,4,126192.63,126192.63,0.0,0.0,0.0,1,0
133,1,32498.83,20220.0,0.0,573087.07,605585.9,0,0
181,4,252189.32,252189.32,0.0,0.0,0.0,1,0
347,1,145316.65,0.0,0.0,1393292.62,1538609.27,0,0
273,4,95235.46,95235.46,0.0,0.0,0.0,1,0
670,3,7118.08,0.0,0.0,0.0,0.0,0,0
375,1,20068.65,0.0,0.0,926582.02,946650.67,0,0
258,3,15586.75,131073.23,115486.48,0.0,0.0,0,0
716,1,6426126.34,6426126.34,0.0,0.0,6426126.34,1,0
211,0,76531.8,310559.26,387091.06,121497.97,44966.17,0,0
9,0,62965.05,2856307.5,2919272.55,265866.34,202901.29,0,0
203,4,466580.69,466580.69,0.0,0.0,0.0,1,0
104,4,125159.2,125159.2,0.0,0.0,0.0,1,0
136,0,132541.41,2300.0,134841.41,0.0,0.0,0,0
340,1,4896179.38,4896179.38,0.0,462959.29,5359138.67,1,0
352,1,75734.99,75734.99,0.0,3474246.35,3549981.33,1,0
502,4,4758180.79,4758180.79,0.0,0.0,0.0,1,0
162,1,107450.98,50536.0,0.0,0.0,107450.98,0,0
161,4,508011.18,688282.0,180270.82,0.0,508011.18,0,0
709,4,66516.2,66516.2,0.0,0.0,0.0,1,0
283,3,2102.36,0.0,0.0,0.0,0.0,0,0
305,0,158546.03,3633804.85,3792350.88,5343122.5,5184576.47,0,0
335,0,259289.72,5550810.28,5810100.0,386681.58,127391.87,0,0
501,4,472808.24,472808.24,0.0,0.0,0.0,1,0
165,0,63232.52,157.0,63389.52,0.0,0.0,0,0
184,4,1517894.8,0.0,0.0,3667339.18,5185233.98,0,0
34,1,30917.39,30917.39,0.0,339926.42,370843.82,1,0
327,3,41142.36,10267.0,0.0,0.0,0.0,0,0
164,1,209488.59,598665.0,389176.41,422050.12,631538.7,0,0
211,0,202822.28,19864.0,222686.28,292657.92,89835.64,0,0
348,0,18324.01,518.0,18842.01,182887.65,164563.63,0,0
450,1,10000000.0,10000000.0,0.0,415882.73,10415882.73,1,0
21,3,18773.17,21572.69,2799.52,0.0,0.0,0,0
453,1,1028486.59,1028486.59,0.0,1268932.19,2297418.78,1,0
355,0,5455.89,16636.0,22091.89,17285.41,11829.52,0,0
568,4,112988.36,112988.36,0.0,0.0,0.0,1,0
167,3,17895.67,0.0,0.0,0.0,0.0,0,0
441,1,107363.54,107363.54,0.0,254832.73,362196.27,1,0
550,1,62672.72,0.0,0.0,881861.8,944534.52,0,0
134,1,304702.4,0.0,0.0,9645272.15,9949974.54,0,0
522,3,11651.45,153080.0,141428.55,0.0,0.0,0,0
419,1,60891.94,60891.94,0.0,1534972.09,1595864.03,1,0
687,3,3019.09,20037.39,17018.3,0.0,0.0,0,0
301,3,11687.28,5779.32,0.0,0.0,0.0,0,0
7,1,21729.0,21729.0,0.0,27335.0,0.0,1,0
396,1,40525.9,49933.0,9407.1,0.0,40525.9,0,0
153,1,115535.52,115535.52,0.0,0.0,115535.52,1,0
163,0,209770.71,16194389.55,16404160.26,634243.21,424472.51,0,0
257,1,9900.69,934085.0,924184.31,306205.12,316105.81,0,0
400,4,1730580.46,0.0,0.0,2052109.9,3782690.35,0,0
742,4,63416.99,63416.99,0.0,0.0,0.0,1,0
18,3,8859.28,1619209.16,1610349.88,0.0,0.0,0,0
161,0,212191.06,54917.0,267108.06,857835.95,645644.89,0,0
19,4,10000000.0,11861008.32,1861008.32,0.0,0.0,1,0
310,3,26622.4,0.0,0.0,0.0,0.0,0,0
213,1,369511.19,62495.22,0.0,494473.18,863984.38,0,0
352,0,209697.74,1945763.62,2155461.36,5315117.75,5105420.01,0,0
306,3,6072.81,952.0,0.0,0.0,0.0,0,0
305,4,447589.21,447589.21,0.0,0.0,0.0,1,0
183,4,511648.43,0.0,0.0,22176264.48,22687912.9,0,0
251,1,67828.34,10169.0,0.0,51249.0,119077.34,0,0
159,4,224661.54,224661.54,0.0,0.0,0.0,1,0
380,4,522975.18,53078.0,0.0,0.0,522975.18,0,0
35,4,472692.51,472692.51,0.0,0.0,0.0,1,0
332,0,202789.99,3021388.78,3224178.78,660592.29,457802.3,0,0
29,4,340198.41,340198.41,0.0,0.0,0.0,1,0
187,3,9828.97,0.0,0.0,0.0,0.0,0,0
250,1,52795.24,52795.24,0.0,61166.14,113961.38,1,0
188,0,51646.9,30092.0,81738.9,186825.74,135178.84,0,0
253,3,10454.63,0.0,0.0,0.0,0.0,0,0
470,1,913684.05,913684.05,0.0,410443.03,1324127.08,1,0
636,4,89657.36,89657.36,0.0,0.0,0.0,1,0
272,4,177022.52,177022.52,0.0,0.0,0.0,1,0
409,1,298838.45,6898.97,0.0,421742.06,720580.51,0,0
40,3,7636.0,0.0,0.0,0.0,0.0,0,0
408,3,11228.18,166736.23,155508.05,0.0,0.0,0,0
609,4,76133.19,76133.19,0.0,0.0,0.0,1,0
163,4,186746.13,311251.0,124504.87,199234.39,385980.52,0,0
362,1,174.92,174.92,0.0,29134.25,29309.17,1,0
189,1,130516.04,29417.29,0.0,4613175.43,4743691.48,0,0
279,3,84.46,0.0,0.0,0.0,0.0,0,0
709,1,208481.35,8556.0,0.0,2481081.12,2689562.47,0,0
406,3,20116.02,20618.0,501.98,0.0,0.0,0,0
258,4,29280.46,29280.46,0.0,0.0,0.0,1,0
185,1,185222.04,0.0,0.0,860992.94,1046214.98,0,0
705,1,353090.95,353090.95,0.0,257783.54,610874.48,1,0
381,4,2800598.62,19140.28,0.0,4574373.09,7374971.71,0,0
225,3,3958.2,0.0,0.0,0.0,0.0,0,0
202,0,55996.95,76731.89,132728.83,190866.46,134869.51,0,0
628,1,99165.12,99165.12,0.0,58926.37,158091.49,1,0
259,0,39636.38,815297.27,854933.66,5641091.72,5601455.34,0,0
372,1,134780.38,14352.0,0.0,741791.13,876571.51,0,0
333,3,13194.6,21605.68,8411.09,0.0,0.0,0,0
523,1,4623764.68,4623764.68,0.0,0.0,4623764.68,1,0
305,1,264134.02,0.0,0.0,3506336.78,3770470.8,0,0
204,3,3026.31,111468.32,108442.01,0.0,0.0,0,0
348,1,445610.77,0.0,0.0,683626.51,1129237.28,0,0
53,4,931684.75,931684.75,0.0,0.0,0.0,1,0
402,1,90917.46,0.0,0.0,521786.84,612704.31,0,0
328,3,11051.35,0.0,0.0,0.0,0.0,0,0
186,3,2124.26,11745.0,9620.74,0.0,0.0,0,0
546,4,99656.93,99656.93,0.0,0.0,0.0,1,0
487,1,321307.31,321307.31,0.0,716857.2,1038164.5,1,0
142,3,3148.89,104159.0,101010.11,0.0,0.0,0,0
426,1,345251.74,451.0,0.0,459196.7,804448.44,0,0
174,1,1536245.52,1536245.52,0.0,682568.09,2218813.6,1,0
188,3,5423.97,75025.6,69601.62,0.0,0.0,0,0
228,0,253921.45,1934052.11,2187973.55,498361.15,244439.7,0,0
259,0,202400.67,11539.0,213939.67,449748.58,247347.91,0,0
719,1,1842163.57,1842163.57,0.0,446897.67,2289061.24,1,0
329,3,13312.84,405488.51,392175.67,0.0,0.0,0,0
179,4,445705.76,445705.76,0.0,0.0,0.0,1,0
300,1,87475.35,0.0,0.0,4163058.51,4250533.85,0,0
179,3,17080.85,88528.65,71447.8,0.0,0.0,0,0
164,1,27732.68,0.0,0.0,567204.51,594937.19,0,0
203,1,304390.49,0.0,0.0,320433.38,624823.87,0,0
208,3,9213.08,50294.0,41080.92,0.0,0.0,0,0
350,0,352184.54,295006.87,647191.41,417388.46,65203.92,0,0
205,0,89145.38,50488.0,139633.38,427550.55,338405.17,0,0
300,1,179674.36,0.0,0.0,645920.52,825594.87,0,0
136,1,259500.79,0.0,0.0,353827.92,613328.72,0,0
497,1,1177100.83,1177100.83,0.0,0.0,1177100.83,1,0
224,1,8752000.36,8752000.36,0.0,2914790.85,11666791.2,1,0
202,1,126910.37,1007.0,0.0,224243.2,351153.57,0,0
204,1,116087.12,0.0,0.0,954127.47,1070214.6,0,0
300,0,69451.7,14538.0,83989.7,0.0,0.0,0,0
184,1,289223.29,0.0,0.0,2285046.82,2574270.11,0,0
211,4,773978.38,8998.83,0.0,831062.39,1605040.77,0,0
324,1,158445.24,0.0,0.0,293925.45,452370.7,0,0
479,1,286803.74,10853.34,0.0,7133080.79,7419884.53,0,0
233,3,9892.39,797161.0,787268.61,0.0,0.0,0,0
332,3,17678.74,0.0,0.0,0.0,0.0,0,0
7,0,154690.87,7293972.97,7448663.85,385674.22,571846.3,0,0
609,1,112363.33,112363.33,0.0,295341.76,407705.09,1,0
227,3,33758.86,0.0,0.0,0.0,0.0,0,0
18,3,14992.41,7711.0,0.0,0.0,0.0,0,0
134,4,3892156.3,3892156.3,0.0,0.0,0.0,1,0
153,3,8595.49,211869.75,203274.26,0.0,0.0,0,0
324,1,90211.31,811.0,0.0,181098.32,271309.64,0,0
676,4,3542716.02,3542716.02,0.0,0.0,0.0,1,0
9,4,21922.0,21922.0,0.0,0.0,0.0,1,0
74,4,4375931.29,4375931.29,0.0,0.0,0.0,1,0
151,4,1766811.07,1766811.07,0.0,0.0,0.0,1,0
330,1,84101.24,20713.0,0.0,5591421.61,5675522.85,0,0
326,1,39819.02,0.0,0.0,227716.27,267535.29,0,0
41,4,70349.91,18972.0,0.0,520334.56,590684.46,0,0
144,3,7608.26,0.0,0.0,0.0,0.0,0,0
333,4,613386.47,613386.47,0.0,0.0,0.0,1,0
37,3,2136.45,24491.6,22355.16,0.0,0.0,0,0
664,1,331729.06,331729.06,0.0,203752.53,535481.59,1,0
253,1,363803.21,0.0,0.0,913681.12,1277484.33,0,0
18,0,123801.79,10558922.17,10682723.96,413868.26,488749.41,0,0
251,4,363525.76,0.0,0.0,580386.47,943912.23,0,0
701,1,306691.05,306691.05,0.0,0.0,306691.05,1,0
235,1,213208.61,0.0,0.0,2959371.28,3172579.9,0,0
14,3,13054.42,198114.0,185059.58,0.0,0.0,0,0
74,1,1311150.9,1311150.9,0.0,0.0,1311150.9,1,0
236,0,91543.63,31198.0,122741.63,1791342.52,1699798.88,0,0
415,4,13659.45,13659.45,0.0,0.0,0.0,1,0
353,4,1205460.96,0.0,0.0,2640590.19,3846051.15,0,0
329,0,55659.42,9784547.17,9840206.59,461082.39,405422.97,0,0
257,1,136951.07,136830.16,0.0,7272834.56,7409785.63,0,0
22,3,8974.22,51249.0,42274.78,0.0,0.0,0,0
125,1,99793.9,99793.9,0.0,209608.93,309402.83,1,0
320,1,62318.91,62318.91,0.0,975697.67,1038016.58,1,0
398,1,30121.57,0.0,0.0,127246.56,157368.14,0,0
66,1,79441.66,79441.66,0.0,2051790.44,2131232.1,1,0
544,0,79121.16,611051.84,690173.0,127944.25,48823.09,0,0
396,0,76006.58,1521676.19,1597682.76,8649789.72,8573783.15,0,0
330,1,39999.81,265.0,0.0,0.0,39999.81,0,0
43,0,148523.26,1813539.9,1962063.17,248569.15,100045.89,0,0
184,1,242749.99,16862.0,0.0,0.0,242749.99,0,0
733,4,438859.1,438859.1,0.0,0.0,0.0,1,0
685,1,1933121.35,1933121.35,0.0,298353.09,2231474.43,1,0
347,3,3998.36,0.0,0.0,0.0,0.0,0,0
35,3,25161.92,413375.0,388213.08,0.0,0.0,0,0
331,0,62069.51,20849.0,82918.51,1629.14,0.0,0,0
199,1,295054.68,295054.68,0.0,0.0,295054.68,1,0
466,4,888166.14,247.0,0.0,939097.95,1827264.09,0,0
97,1,707870.44,707870.44,0.0,14476.91,722347.36,1,0
132,0,256687.81,10106.0,266793.81,0.0,0.0,0,0
235,0,186310.54,4341510.43,4527820.97,357463.61,171153.07,0,0
90,4,39664.74,39664.74,0.0,0.0,0.0,1,0
311,4,6558087.93,6558087.93,0.0,0.0,0.0,1,0
495,3,2489.96,114879.0,112389.04,0.0,0.0,0,0
671,4,3441041.46,3441041.46,3441041.46,0.0,0.0,1,1
94,1,276915.27,0.0,0.0,1612050.92,1888966.19,0,0
331,1,42589.24,116107.0,73517.76,71291.75,113880.99,0,0
307,4,285789.01,21202.0,0.0,563907.19,849696.2,0,0
401,4,1672570.76,1672570.76,0.0,0.0,0.0,1,0
307,1,260359.2,0.0,0.0,747751.45,1008110.65,0,0
165,3,12003.97,223645.21,211641.24,0.0,0.0,0,0
327,3,30553.63,0.0,0.0,0.0,0.0,0,0
332,3,3100.67,218838.0,215737.33,0.0,0.0,0,0
184,3,44265.44,23623.02,0.0,0.0,0.0,0,0
164,4,329728.11,329728.11,0.0,0.0,0.0,1,0
379,4,1020606.45,7023.0,0.0,332077.5,1352683.95,0,0
487,3,2492.52,248.3,0.0,0.0,0.0,0,0
